TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,0
1,14,466
2,17,556
3,20,619
4,18,473
5,10,179
6,17,434
7,15,363
8,15,369
9,15,370
10,40,559
11,17,410
12,15,378
13,37,534
14,105,610
15,252,729
16,122,669
17,182,697
18,107,725
19,83,643
20,63,603
21,133,677
22,16,456
23,44,659
24,14,407
25,38,715
26,46,682
27,20,675
28,15,405
29,65,657
30,17,479
31,34,688
32,15,455
33,10,268
34,14,374
35,14,408
36,280,991
37,14,508
38,12,370
39,20,575
40,15,452
41,15,462
42,15,449
43,63,713
44,64,680
45,78,586
46,87,581
47,79,568
48,87,577
49,79,649
50,10,196
51,81,673
52,54,706
53,79,693
54,71,570
55,87,616
56,98,574
57,69,598
58,59,634
59,79,431
60,14,238
61,14,269
62,14,269
63,21,339
64,31,391
65,12,193
66,15,290
67,24,357
68,14,245
69,11,158
70,14,266
71,25,383
72,14,246
73,466,994
74,27,392
75,66,404
76,23,362
77,17,297
78,15,305
79,50,392
80,48,384
81,20,430
82,11,173
83,20,409
84,33,446
85,23,388
86,15,273
87,19,383
88,18,368
89,15,284
90,14,305
91,11,171
92,14,294
93,15,394
94,15,510
95,14,531
96,34,730
97,15,459
98,28,650
99,28,673
100,23,555
