TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,1
1,14,529
2,17,586
3,20,657
4,18,677
5,10,325
6,17,745
7,15,633
8,15,543
9,15,460
10,40,760
11,17,502
12,15,481
13,37,699
14,105,879
15,252,1058
16,122,905
17,182,1011
18,107,954
19,83,928
20,63,784
21,133,748
22,16,452
23,44,712
24,14,372
25,38,661
26,46,751
27,20,647
28,15,508
29,65,763
30,17,568
31,34,911
32,15,640
33,10,259
34,14,408
35,14,408
36,280,940
37,14,367
38,12,324
39,20,564
40,15,451
41,15,402
42,15,432
43,63,644
44,64,630
45,78,636
46,87,634
47,79,649
48,87,646
49,79,724
50,10,223
51,81,730
52,54,710
53,79,668
54,71,606
55,87,669
56,98,683
57,69,662
58,59,688
59,79,786
60,14,405
61,14,393
62,14,423
63,21,556
64,31,763
65,12,332
66,15,465
67,24,668
68,14,476
69,11,313
70,14,448
71,25,698
72,14,415
73,466,1721
74,27,727
75,66,750
76,23,718
77,17,547
78,15,572
79,50,798
80,48,808
81,20,593
82,11,255
83,20,579
84,33,703
85,23,611
86,15,409
87,19,563
88,18,504
89,15,486
90,14,429
91,11,264
92,14,451
93,15,425
94,15,426
95,14,422
96,34,660
97,15,518
98,28,824
99,28,751
100,23,710
