TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,0
1,14,381
2,17,485
3,20,443
4,18,392
5,10,147
6,17,317
7,15,279
8,15,305
9,15,354
10,40,474
11,17,367
12,15,292
13,37,480
14,105,485
15,252,585
16,122,439
17,182,490
18,107,425
19,83,464
20,63,571
21,133,530
22,16,324
23,44,469
24,14,268
25,38,454
26,46,447
27,20,367
28,15,286
29,65,488
30,17,322
31,34,413
32,15,296
33,10,146
34,14,273
35,14,250
36,280,671
37,14,267
38,12,195
39,20,349
40,15,265
41,15,347
42,15,447
43,63,618
44,64,460
45,78,531
46,87,448
47,79,471
48,87,442
49,79,410
50,10,145
51,81,672
52,54,1010
53,79,699
54,71,749
55,87,814
56,98,486
57,69,450
58,59,560
59,79,478
60,14,277
61,14,250
62,14,257
63,21,413
64,31,450
65,12,213
66,15,288
67,24,409
68,14,258
69,11,160
70,14,239
71,25,404
72,14,252
73,466,933
74,27,443
75,66,479
76,23,416
77,17,314
78,15,286
79,50,423
80,48,407
81,20,373
82,11,162
83,20,352
84,33,419
85,23,393
86,15,269
87,19,329
88,18,344
89,15,277
90,14,259
91,11,166
92,14,269
93,15,278
94,15,282
95,14,241
96,34,487
97,15,310
98,28,424
99,28,433
100,23,417
