TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,4,2
1,30,2277
2,43,2337
3,63,2014
4,7,2
5,13,8
6,18,122
7,16,26
8,18,108
9,28,2087
10,81,1832
11,39,1818
12,24,1531
13,80,1818
14,10,1
15,59,1899
16,52,1889
17,44,1857
18,23,1343
19,38,1850
20,28,1864
21,46,1825
22,30,1931
23,33,2715
24,13,4
25,11,2
26,115,1999
27,37,2116
28,32,2971
29,40,2953
30,24,1594
31,17,50
32,45,2522
33,52,1909
34,14,5
35,33,1970
36,28,1951
37,24,1585
38,16,20
39,34,2236
40,15,11
41,30,2649
42,26,2138
43,12,2
44,25,1916
45,32,1997
46,40,1918
47,65,2403
48,31,3065
49,32,3996
50,14,12
51,22,1728
52,16,22
53,119,2273
54,36,2099
55,52,2361
56,50,2136
57,27,2059
58,52,2082
59,93,2151
60,26,2038
61,14,6
62,28,2233
63,22,1273
64,29,2204
65,25,2140
66,28,2027
67,44,1950
68,36,2136
69,45,2269
70,24,1777
71,68,1957
72,64,1974
73,54,2109
74,46,2186
75,54,2175
76,131,2730
77,64,2397
78,34,2054
79,45,2013
80,30,2053
81,30,2061
82,39,1941
83,65,2013
84,45,2670
85,14,7
86,26,1925
87,16,20
88,26,2019
89,122,2163
90,35,2057
91,32,2110
92,40,2250
93,39,2604
94,40,2406
95,64,3040
96,46,2373
97,32,2486
98,33,2494
99,20,486
100,18,158
