,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,43,7021,52,28,52,28,52,39,52,49,52,38,52,37,52,69,52,66,52,75,52,55,52,37,52,31,52,265,52,311,52,302,52,2390,52,2154,52,2333
1,1,55,9880,70,103,70,104,70,143,70,163,70,141,70,137,70,196,70,197,70,243,70,183,70,119,70,97,70,295,70,308,70,292,70,4663,70,3889,70,4704
2,2,54,9718,74,31,74,36,74,37,74,44,74,40,74,43,74,65,74,75,74,80,74,35,74,32,74,31,74,288,74,347,74,322,74,2480,74,2474,74,2539
3,3,55,9995,75,26,75,28,75,37,75,149,75,32,75,36,75,77,75,69,75,91,75,38,75,161,75,26,75,291,75,336,75,322,75,2323,75,2159,75,2445
4,4,43,6347,52,33,52,36,52,63,52,46,52,39,52,45,52,81,52,69,52,83,52,60,52,42,52,31,52,296,52,353,52,311,52,2249,52,2104,52,2175
5,5,53,9448,73,26,73,26,73,44,73,39,73,35,73,37,73,69,73,73,73,82,73,36,73,30,73,28,73,267,73,351,73,286,73,2441,73,2241,73,2326
6,6,50,9179,63,34,63,38,63,56,63,49,63,43,63,46,63,81,63,77,63,148,63,51,63,43,63,38,63,266,63,320,63,309,63,2476,63,2232,63,2289
7,7,47,7028,64,25,64,27,64,26,64,32,64,28,64,32,64,54,64,59,64,62,64,40,64,26,64,23,64,244,64,946,64,268,64,2572,64,2380,64,2471
8,8,69,13868,88,35,88,31,88,39,88,61,88,46,88,48,88,77,88,82,88,93,88,43,88,37,88,31,88,262,88,359,88,370,88,2433,88,2235,88,2380
9,9,50,9121,63,38,63,34,63,50,63,62,63,44,63,46,63,78,63,125,63,89,63,49,63,43,63,35,63,343,63,384,63,332,63,2272,63,2103,63,2136
