,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,4,54,4,2,4,3,4,2,4,2,4,2,4,1,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2
1,1,29,1996,30,2525,30,3034,30,2099,30,2942,30,1786,30,2238,30,2519,30,1645,30,2924,30,1762,30,5372,30,2277,30,1681,30,2965,30,3095,30,2100,30,1800,30,1766
2,2,42,3659,43,5003,43,2634,43,2296,43,2153,43,1930,43,3177,43,1998,43,1707,43,2219,43,1846,43,3764,43,2337,43,1692,43,3972,43,3651,43,2615,43,2256,43,1959
3,3,62,7274,63,2478,63,3519,63,2102,63,2149,63,1879,63,3735,63,2527,63,1694,63,3588,63,1627,63,3458,63,2014,63,1695,63,4297,63,2386,63,2686,63,2246,63,1992
4,4,6,189,7,2,7,1,7,0,7,1,7,1,7,0,7,2,7,0,7,2,7,1,7,1,7,2,7,1,7,2,7,2,7,2,7,1,7,1
5,5,12,492,13,7,13,4,13,3,13,12,13,16,13,34,13,65,13,43,13,57,13,104,13,8,13,8,13,20,13,47,13,30,13,1571,13,1141,13,1027
6,6,17,845,18,354,18,298,18,108,18,461,18,421,18,1126,18,1229,18,938,18,1347,18,106,18,345,18,122,18,390,18,1017,18,495,18,1663,18,1067,18,1054
7,7,15,692,16,43,16,40,16,20,16,138,16,106,16,211,16,474,16,379,16,535,16,23,16,33,16,26,16,98,16,283,16,127,16,1755,16,1186,16,1056
8,8,17,847,18,200,18,177,18,105,18,445,18,421,18,636,18,1997,18,922,18,1401,18,99,18,197,18,108,18,407,18,761,18,648,18,1894,18,1180,18,1070
9,9,27,1757,28,2610,28,3502,28,1779,28,3209,28,1828,28,2887,28,1964,28,1556,28,2401,28,1596,28,2634,28,2087,28,1553,28,2314,28,2376,28,2935,28,2220,28,1903
10,10,80,11486,81,2741,81,2661,81,1879,81,3380,81,2027,81,2499,81,1986,81,1633,81,2227,81,1686,81,2742,81,1832,81,1589,81,3185,81,5564,81,3119,81,2140,81,1956
11,11,38,3123,39,2583,39,3410,39,1771,39,2367,39,1944,39,2094,39,2453,39,1577,39,3979,39,1586,39,2633,39,1818,39,1652,39,2031,39,4716,39,3182,39,2057,39,1806
12,12,23,1360,24,2133,24,2771,24,1483,24,1938,24,1865,24,2107,24,2164,24,1594,24,2584,24,1349,24,2189,24,1531,24,1580,24,1799,24,3518,24,2556,24,2044,24,1770
13,13,79,11251,80,2508,80,3320,80,1794,80,1813,80,1962,80,2936,80,1891,80,1605,80,2199,80,1621,80,2694,80,1818,80,1569,80,2270,80,2242,80,3093,80,2119,80,1844
14,14,9,319,10,1,10,1,10,1,10,2,10,2,10,3,10,7,10,6,10,5,10,1,10,1,10,1,10,20,10,24,10,27,10,33,10,26,10,20
15,15,58,6514,59,2545,59,2946,59,1798,59,1904,59,1952,59,2562,59,2319,59,1603,59,2031,59,1586,59,2811,59,1899,59,1588,59,1906,59,1791,59,3006,59,2094,59,1824
16,16,51,5193,52,2638,52,3563,52,1863,52,2008,52,2034,52,2203,52,2909,52,1580,52,2305,52,1649,52,2849,52,1889,52,1580,52,1996,52,2110,52,2644,52,2040,52,1800
17,17,43,3843,44,2560,44,2744,44,1754,44,2263,44,2034,44,1801,44,3793,44,1596,44,2187,44,1598,44,3022,44,1857,44,1538,44,2433,44,2028,44,2429,44,2125,44,1788
