TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,0
1,10,8
2,17,9
3,5,9
4,25,21
5,12,8
6,11,9
7,6,6
8,14,15
9,13,7
10,11,7
11,5,9
12,11,9
13,2,778
14,11,7
15,10,8
16,7,7
17,14,5
18,16,7
19,12,8
20,16,7
21,7,8
22,11,10
23,9,7
24,15,13
25,19,9
26,15,8
27,11,9
28,7,10
29,9,8
30,5,8
31,14,13
32,11,5
33,13,7
34,7,5
35,5,7
36,18,11
37,4,87
38,15,9
39,15,9
40,10,10
41,4,11
42,17,11
43,12,12
44,9,8
45,6,8
46,7,8
47,13,15
48,41,41
49,16,8
50,8,6
51,14,8
52,14,6
53,10,5
54,10,9
55,25,9
56,24,15
57,8,7
58,15,5
59,10,8
60,15,7
61,13,8
62,7,7
63,57,356
64,21,17
65,13,5
66,8,9
67,9,7
68,6,4
69,13,12
70,15,7
71,12,5
72,17,8
73,20,6
74,7,6
75,10,20
76,7,5
77,4,585
78,7,6
79,8,10
80,6,9
81,22,8
