TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,4,2
1,30,1766
2,43,1959
3,63,1992
4,7,1
5,13,1027
6,18,1054
7,16,1056
8,18,1070
9,28,1903
10,81,1956
11,39,1806
12,24,1770
13,80,1844
14,10,20
15,59,1824
16,52,1800
17,44,1788
18,23,1804
19,38,1787
20,28,1805
21,46,1798
22,30,1775
23,33,1772
24,13,1033
25,11,103
26,115,1870
27,37,1814
28,32,1839
29,40,1798
30,24,1778
31,17,1083
32,45,1790
33,52,1789
34,14,1486
35,33,1807
36,28,1776
37,24,1764
38,16,1049
39,34,1789
40,15,1078
41,30,1794
42,26,1790
43,12,430
44,25,1945
45,32,1784
46,40,1801
47,65,1812
48,31,1837
49,32,1802
50,14,1495
51,22,1730
52,16,1059
53,119,1888
54,36,1793
55,52,1800
56,50,1861
57,27,1793
58,52,1811
59,93,1871
60,26,1780
61,14,1491
62,28,1813
63,22,1758
64,29,1780
65,25,1799
66,28,1806
67,44,1806
68,36,1807
69,45,1800
70,24,1788
71,68,1791
72,64,1809
73,54,1809
74,46,1791
75,54,1803
76,131,1980
77,64,1837
78,34,1798
79,45,1866
80,30,1787
81,30,1839
82,39,1806
83,65,1812
84,45,1819
85,14,1519
86,26,1788
87,16,1027
88,26,1797
89,122,1893
90,35,1794
91,32,1807
92,40,1783
93,39,1787
94,40,1847
95,64,1836
96,46,1803
97,32,1781
98,33,1789
99,20,1520
100,18,1058
