TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,6,2
1,46,1460
2,37,1754
3,51,1629
4,90,1952
5,27,692
6,33,1369
7,57,1518
8,38,1731
9,40,2315
10,28,1007
11,49,1396
12,48,1470
13,39,1596
14,65,1961
15,31,1535
16,45,2318
17,33,1847
18,47,1536
19,44,1772
20,53,1652
21,45,1584
22,33,1373
23,36,1416
24,27,1552
25,36,1567
26,42,1630
27,37,1246
28,56,1306
29,70,1456
30,47,1251
31,43,1364
32,32,1236
33,50,1314
34,62,1257
35,57,1250
36,33,1268
37,33,1221
38,59,1325
39,26,466
40,77,1325
41,56,1266
42,34,1226
43,47,1272
44,42,1246
45,37,1372
46,44,1297
47,24,179
48,35,1363
49,61,1225
50,32,1190
51,47,1246
52,64,1381
53,67,1249
54,31,1191
55,66,1443
56,37,1393
57,46,1276
58,31,1126
59,44,1231
60,68,1374
61,35,1243
62,95,1295
63,40,1452
64,108,1526
65,33,1288
66,47,1259
67,51,1404
68,38,1426
69,42,1366
70,40,1402
71,54,1540
72,64,1495
73,42,1358
74,52,1424
75,49,2588
76,49,1356
77,29,2136
78,47,2334
79,51,1651
80,69,1681
81,47,2697
82,44,1515
83,50,1507
84,39,1408
85,69,1352
86,77,1302
87,51,1569
88,85,1885
89,59,1534
90,61,1340
91,54,1279
92,96,1667
93,81,1296
94,30,1116
95,76,1402
96,44,1353
97,66,1475
98,39,1284
99,57,1385
100,50,1293
