TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,0
1,10,3
2,17,6
3,6,6
4,25,22
5,12,4
6,11,7
7,6,2
8,15,10
9,13,3
10,11,3
11,5,4
12,11,8
13,4,8
14,11,5
15,10,10
16,9,6
17,12,4
18,16,7
19,12,4
20,14,16
21,7,6
22,11,4
23,9,3
24,15,12
25,19,7
26,13,12
27,11,6
28,7,14
29,11,4
30,5,3
31,15,9
32,11,4
33,13,7
34,10,6
35,5,3
36,18,9
37,4,11
38,17,7
39,15,5
40,10,7
41,7,6
42,17,7
43,12,8
44,9,3
45,9,4
46,9,3
47,13,17
48,41,36
49,17,7
50,10,7
51,14,4
52,14,6
53,11,11
54,10,9
55,29,11
56,24,20
57,8,3
58,13,4
59,9,4
60,15,4
61,13,4
62,7,4
63,58,474
64,21,20
65,13,3
66,8,6
67,9,3
68,6,2
69,13,11
70,14,7
71,12,7
72,17,8
73,20,10
74,10,6
75,10,6
76,10,8
77,4,6
78,7,3
79,8,4
80,9,3
81,22,8
