TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,1
1,10,3
2,17,4
3,6,2
4,25,12
5,12,3
6,11,6
7,6,2
8,15,6
9,13,4
10,11,2
11,5,3
12,11,7
13,4,6
14,11,2
15,10,3
16,9,2
17,12,3
18,16,3
19,12,3
20,14,12
21,7,3
22,11,3
23,9,2
24,15,9
25,19,7
26,13,14
27,11,6
28,7,10
29,11,4
30,5,4
31,15,5
32,11,2
33,13,4
34,10,4
35,5,1
36,18,5
37,4,9
38,17,5
39,15,4
40,10,5
41,7,3
42,17,6
43,12,8
44,9,3
45,9,4
46,9,3
47,13,9
48,41,32
49,17,10
50,10,5
51,14,3
52,14,5
53,11,7
54,10,7
55,29,7
56,24,13
57,8,1
58,13,3
59,9,2
60,15,2
61,13,3
62,7,1
63,58,260
64,21,12
65,13,2
66,8,18
67,9,1
68,6,3
69,13,4
70,14,3
71,12,3
72,17,3
73,20,5
74,10,3
75,10,3
76,10,3
77,4,2
78,7,2
79,8,4
80,9,4
81,22,8
