TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,0
1,14,432
2,17,520
3,20,406
4,18,412
5,10,217
6,17,369
7,15,340
8,15,387
9,15,362
10,40,554
11,17,432
12,15,383
13,37,499
14,105,464
15,252,858
16,122,604
17,182,789
18,107,672
19,83,546
20,63,484
21,133,510
22,16,365
23,44,487
24,14,311
25,38,562
26,46,458
27,20,424
28,15,432
29,65,429
30,17,359
31,34,418
32,15,313
33,10,234
34,14,316
35,14,324
36,280,834
37,14,274
38,12,230
39,20,379
40,15,379
41,15,334
42,15,380
43,63,461
44,64,400
45,78,438
46,87,408
47,79,459
48,87,426
49,79,401
50,10,229
51,81,500
52,54,583
53,79,556
54,71,570
55,87,529
56,98,495
57,69,430
58,59,405
59,79,448
60,14,289
61,14,376
62,14,396
63,21,488
64,31,473
65,12,282
66,15,315
67,24,452
68,14,305
69,11,208
70,14,307
71,25,481
72,14,358
73,466,1693
74,27,423
75,66,414
76,23,445
77,17,335
78,15,339
79,50,598
80,48,664
81,20,626
82,11,367
83,20,665
84,33,511
85,23,403
86,15,296
87,19,363
88,18,358
89,15,290
90,14,285
91,11,203
92,14,294
93,15,287
94,15,299
95,14,270
96,34,466
97,15,348
98,28,460
99,28,453
100,23,403
