TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,10,5
1,1,5
2,13,5
3,1,5
4,39,64
5,2,2
6,12,3
7,3,6
8,1,5
9,1,3
10,5,4
11,2,4
12,1,6
13,48,11
14,10,12
15,2,2
16,2,4
17,5,3
18,2,4
19,11,7
20,6,10
21,2,4
22,1,3
23,21,6
24,2,2
25,21,7
26,8,19
27,14,6
28,28,13
29,26,35
30,42,17
31,2,6
32,8,3
33,9,6
34,4,10
35,8,21
36,1,4
37,1,3
38,6,13
39,2,3
40,36,812
41,5,20
42,1,3
43,7,6
44,7,4
45,1,4
46,20,11
47,1,3
48,6,3
49,12,27
50,2,2
51,5,6
52,12,12
53,36,27
54,11,2
55,25,16
56,1,3
57,2,4
58,2,3
59,51,22
60,32,41
61,3,4
62,29,52
63,15,13
64,61,69
65,2,4
66,14,8
67,17,35
68,23,14
69,27,36
70,29,28
71,8,9
72,10,24
73,2,4
74,9,14
75,24,10
76,3,5
77,10,2
78,2,4
79,1,6
80,17,12
81,2,4
82,6,4
83,25,9
84,1,3
85,27,23
86,72,43
87,1,9
88,45,38
89,6,6
90,17,20
91,50,22
92,48,106
93,17,43
94,46,12
95,31,259
96,45,17
97,23,31
98,1,4
99,33,17
100,1,5
