TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,6,1
1,2,3
2,4,4
3,50,14
4,5,1
5,1,0
6,1,1
7,2,1
8,1,1
9,2,2
10,50,58
11,11,3
12,2,1
13,45,27
14,6,0
15,29,25
16,11,7
17,2,2
18,9,2
19,2,1
20,2,2
21,8,4
22,2,2
23,1,1
24,1,0
25,1,1
26,81,76
27,1,2
28,2,2
29,9,5
30,2,2
31,1,1
32,4,4
33,2,5
34,1,0
35,6,3
36,2,2
37,6,1
38,1,0
39,2,3
40,1,0
41,2,2
42,2,2
43,4,0
44,2,1
45,2,3
46,10,7
47,28,21
48,35,4
49,2,2
50,6,1
51,1,0
52,3,1
53,75,68
54,1,2
55,19,8
56,2,3
57,1,1
58,13,6
59,52,36
60,1,0
61,1,1
62,2,1
63,4,2
64,2,1
65,2,1
66,2,1
67,2,2
68,8,3
69,39,3
70,1,1
71,24,30
72,29,15
73,31,6
74,14,184
75,20,14
76,77,58
77,29,38
78,2,2
79,12,6
80,2,3
81,1,1
82,2,3
83,30,18
84,55,8
85,9,0
86,2,1
87,1,1
88,1,1
89,61,552
90,2,3
91,2,3
92,1,3
93,1,3
94,2,4
95,25,19
96,15,11
97,2,4
98,2,5
99,1,2
100,2,1
