TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,52,37
1,70,137
2,74,43
3,75,36
4,52,45
5,73,37
6,63,46
7,64,32
8,88,48
9,63,46
10,41,18
11,70,31
12,70,29
13,60,30
14,52,40
15,52,49
16,52,47
17,70,779
18,74,39
19,75,37
20,52,41
21,73,32
22,63,44
23,64,33
24,88,44
25,63,49
26,41,18
27,70,37
28,70,29
29,60,34
30,52,42
31,52,45
32,52,49
33,70,142
34,74,42
35,75,37
36,52,43
37,73,45
38,63,49
39,64,32
40,88,47
41,63,48
42,41,22
43,70,33
44,70,33
45,60,30
46,52,44
47,52,51
48,52,47
49,70,149
50,74,40
51,75,41
52,52,41
53,73,35
54,63,45
55,64,31
56,88,47
57,63,47
58,41,21
59,70,35
60,70,33
61,60,33
62,52,41
63,52,44
64,52,42
65,70,138
66,74,38
67,75,37
68,52,44
69,73,36
70,63,45
71,64,33
72,88,46
73,63,48
74,41,20
75,70,36
76,70,30
77,60,33
78,52,41
79,52,52
80,52,50
81,70,148
82,74,42
83,75,36
84,52,42
85,73,39
86,63,50
87,64,32
88,88,45
89,63,53
90,41,21
91,70,33
92,70,31
93,60,31
94,52,43
95,52,50
96,62,32
97,70,138
98,74,42
99,75,36
