TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,1
1,10,6
2,17,10
3,6,3
4,25,21
5,12,5
6,11,7
7,6,3
8,15,9
9,13,3
10,11,4
11,5,4
12,11,7
13,4,6
14,11,5
15,10,6
16,9,5
17,12,4
18,16,4
19,12,5
20,14,21
21,7,4
22,11,5
23,9,4
24,15,16
25,19,11
26,13,22
27,11,9
28,7,20
29,11,5
30,5,3
31,15,10
32,11,4
33,13,7
34,10,7
35,5,3
36,18,11
37,4,12
38,17,6
39,15,4
40,10,24
41,7,3
42,17,3
43,12,8
44,9,3
45,9,5
46,9,5
47,13,11
48,41,25
49,17,11
50,10,7
51,14,4
52,14,5
53,11,7
54,10,4
55,29,8
56,24,14
57,8,2
58,13,2
59,9,2
60,15,2
61,13,4
62,7,3
63,58,282
64,21,15
65,13,3
66,8,5
67,9,3
68,6,2
69,13,7
70,14,4
71,12,3
72,17,4
73,20,5
74,10,5
75,10,3
76,10,3
77,4,4
78,7,2
79,8,3
80,9,3
81,22,5
