TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,0
1,10,2
2,17,4
3,6,1
4,25,5
5,12,2
6,11,3
7,6,1
8,15,5
9,13,3
10,11,2
11,5,2
12,11,3
13,4,1
14,11,1
15,10,4
16,9,2
17,12,3
18,16,2
19,12,2
20,14,10
21,7,3
22,11,3
23,9,3
24,15,4
25,19,4
26,13,6
27,11,3
28,7,6
29,11,1
30,5,2
31,15,4
32,9,5
33,13,2
34,10,3
35,5,1
36,18,3
37,5,1
38,17,2
39,15,3
40,10,4
41,7,2
42,17,3
43,12,2
44,9,3
45,9,3
46,9,2
47,13,6
48,41,9
49,17,6
50,8,2
51,14,2
52,14,4
53,11,5
54,12,2
55,29,4
56,24,8
57,8,2
58,13,3
59,9,2
60,15,2
61,13,3
62,7,3
63,58,149
64,21,8
65,11,1
66,10,2
67,9,1
68,6,1
69,13,4
70,14,3
71,12,2
72,17,3
73,20,3
74,10,2
75,10,4
76,10,3
77,4,3
78,7,1
79,8,2
80,9,3
81,22,5
