TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,1
1,10,2
2,17,5
3,6,2
4,25,6
5,12,3
6,11,2
7,6,2
8,15,6
9,13,3
10,11,2
11,5,2
12,11,4
13,4,1
14,11,2
15,10,4
16,9,2
17,12,3
18,16,2
19,12,3
20,14,12
21,7,4
22,11,4
23,9,3
24,15,4
25,19,5
26,13,8
27,11,3
28,7,7
29,11,2
30,5,4
31,15,6
32,9,6
33,13,3
34,10,4
35,5,1
36,18,3
37,5,2
38,17,4
39,15,3
40,10,5
41,7,3
42,17,6
43,12,3
44,9,3
45,9,4
46,9,2
47,13,9
48,41,10
49,17,6
50,8,2
51,14,2
52,14,3
53,11,6
54,12,2
55,29,5
56,24,10
57,8,2
58,13,5
59,9,3
60,15,2
61,13,4
62,7,2
63,58,165
64,21,6
65,11,2
66,10,1
67,9,1
68,6,1
69,13,3
70,14,2
71,12,2
72,17,3
73,20,3
74,10,2
75,10,2
76,10,2
77,4,3
78,7,1
79,8,3
80,9,2
81,22,3
