TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,0
1,14,457
2,17,506
3,20,422
4,18,495
5,10,240
6,17,420
7,15,348
8,15,382
9,15,337
10,40,687
11,17,370
12,15,325
13,37,546
14,105,676
15,252,804
16,122,666
17,182,582
18,107,562
19,83,500
20,63,551
21,133,570
22,16,407
23,44,520
24,14,530
25,38,1271
26,46,813
27,20,844
28,15,780
29,65,1319
30,17,519
31,34,968
32,15,1099
33,10,498
34,14,494
35,14,1559
36,280,1599
37,14,367
38,12,272
39,20,423
40,15,328
41,15,376
42,15,351
43,63,507
44,64,515
45,78,521
46,87,580
47,79,525
48,87,609
49,79,624
50,10,177
51,81,528
52,54,534
53,79,551
54,71,572
55,87,531
56,98,543
57,69,502
58,59,519
59,79,478
60,14,355
61,14,347
62,14,307
63,21,554
64,31,514
65,12,241
66,15,335
67,24,471
68,14,290
69,11,189
70,14,416
71,25,513
72,14,393
73,466,1111
74,27,523
75,66,556
76,23,575
77,17,415
78,15,438
79,50,541
80,48,818
81,20,625
82,11,237
83,20,620
84,33,553
85,23,494
86,15,397
87,19,421
88,18,411
89,15,426
90,14,382
91,11,355
92,14,520
93,15,410
94,15,389
95,14,616
96,34,1185
97,15,582
98,28,561
99,28,600
100,23,546
