TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,0
1,10,4
2,17,5
3,6,1
4,25,12
5,12,4
6,11,4
7,6,1
8,15,7
9,13,3
10,11,1
11,5,2
12,11,4
13,4,4
14,11,3
15,10,3
16,9,2
17,12,2
18,16,3
19,12,3
20,14,11
21,7,2
22,11,4
23,9,2
24,15,6
25,19,9
26,13,13
27,11,4
28,7,6
29,11,2
30,5,2
31,15,6
32,11,2
33,13,2
34,10,4
35,5,1
36,18,5
37,4,6
38,17,3
39,15,3
40,10,3
41,7,2
42,17,3
43,12,5
44,9,2
45,9,3
46,9,2
47,13,8
48,41,32
49,17,8
50,10,3
51,14,2
52,14,3
53,11,6
54,10,4
55,29,7
56,24,11
57,8,1
58,13,4
59,9,1
60,15,3
61,13,2
62,7,3
63,58,254
64,21,13
65,13,3
66,8,3
67,9,2
68,6,2
69,13,6
70,14,6
71,12,4
72,17,4
73,20,6
74,10,4
75,10,4
76,10,3
77,4,6
78,7,3
79,8,4
80,9,8
81,22,17
