TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,0
1,10,3
2,17,4
3,6,1
4,25,12
5,12,3
6,11,3
7,6,2
8,15,6
9,13,3
10,11,2
11,5,2
12,11,5
13,4,4
14,11,2
15,10,3
16,9,2
17,12,3
18,16,3
19,12,2
20,14,12
21,7,2
22,11,3
23,9,2
24,15,7
25,19,5
26,13,7
27,11,4
28,7,9
29,11,2
30,5,3
31,15,5
32,11,1
33,13,3
34,10,3
35,5,1
36,18,5
37,4,6
38,17,3
39,15,4
40,10,4
41,7,2
42,17,4
43,12,5
44,9,3
45,9,3
46,9,2
47,13,8
48,41,21
49,17,6
50,10,4
51,14,2
52,14,3
53,11,5
54,10,4
55,29,8
56,24,12
57,8,1
58,13,3
59,9,2
60,15,2
61,13,3
62,7,2
63,58,235
64,21,10
65,13,3
66,8,3
67,9,2
68,6,1
69,13,4
70,14,3
71,12,3
72,17,4
73,20,4
74,10,3
75,10,3
76,10,3
77,4,2
78,7,2
79,8,2
80,9,2
81,22,6
