TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,1
1,10,3
2,17,5
3,6,1
4,25,12
5,12,3
6,11,4
7,6,1
8,15,6
9,13,4
10,11,3
11,5,2
12,11,4
13,4,5
14,11,1
15,10,4
16,9,2
17,12,3
18,16,3
19,12,3
20,14,10
21,7,3
22,11,3
23,9,2
24,15,7
25,19,4
26,13,8
27,11,4
28,7,9
29,11,2
30,5,2
31,15,7
32,11,2
33,13,3
34,10,3
35,5,2
36,18,6
37,4,6
38,17,3
39,15,3
40,10,4
41,7,2
42,17,4
43,12,4
44,9,2
45,9,4
46,9,2
47,13,8
48,41,25
49,17,6
50,10,6
51,14,2
52,14,4
53,11,7
54,10,4
55,29,6
56,24,14
57,8,2
58,13,5
59,9,3
60,15,2
61,13,4
62,7,2
63,58,242
64,21,10
65,13,2
66,8,3
67,9,2
68,6,1
69,13,4
70,14,3
71,12,3
72,17,4
73,20,5
74,10,4
75,10,4
76,10,2
77,4,3
78,7,2
79,8,2
80,9,4
81,22,5
