TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,6,1
1,2,2
2,4,6
3,28,13
4,5,1
5,1,0
6,1,0
7,1,1
8,1,0
9,2,2
10,50,177
11,9,3
12,2,1
13,45,54
14,5,0
15,29,66
16,10,11
17,2,2
18,2,4
19,2,1
20,2,2
21,8,4
22,2,1
23,1,1
24,1,0
25,1,0
26,81,97
27,1,5
28,2,3
29,6,5
30,2,1
31,1,1
32,4,3
33,2,4
34,1,0
35,6,2
36,2,1
37,2,2
38,1,0
39,2,2
40,1,1
41,2,1
42,2,2
43,4,1
44,2,2
45,2,3
46,10,7
47,28,22
48,4,5
49,2,2
50,6,0
51,1,1
52,3,0
53,71,213
54,1,2
55,19,10
56,2,4
57,1,1
58,13,10
59,52,51
60,1,1
61,1,1
62,2,1
63,2,3
64,2,2
65,2,1
66,2,1
67,2,3
68,5,2
69,39,4
70,1,1
71,6,11
72,29,24
73,29,7
74,14,289
75,16,24
76,83,351
77,27,28
78,2,2
79,12,6
80,2,1
81,1,2
82,2,3
83,30,21
84,55,6
85,9,1
86,2,1
87,1,1
88,1,1
89,73,99
90,2,2
91,2,2
92,1,2
93,1,2
94,2,2
95,25,16
96,15,7
97,2,1
98,2,2
99,1,1
100,2,0
